frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
3.939916284296610684e+03,1.361302249541495417e-08,1.721947843546283916e-04,6.082222421661508636e-03
3.941092729887621772e+03,1.489406569993316909e-08,1.357718631432046678e-04,8.736549574572942747e-03
3.942269175478632860e+03,1.085791825476005709e-08,7.817139157706251725e-05,9.101549778913125416e-03
3.943445621069644403e+03,8.339012753207618832e-09,7.256209821605876767e-05,9.247527887874100808e-03
3.944622066660655491e+03,4.972182397666194303e-09,1.188836355756760530e-04,5.861862468687941558e-03
3.945798512251666580e+03,8.735261199813125687e-09,1.100208466312424147e-04,9.953677041508769696e-03
3.946974957842677668e+03,7.859780905992670629e-09,7.737786958494170721e-05,9.678511524246116021e-03
3.948151403433689211e+03,8.275967335520859636e-09,6.699894275999570550e-05,7.483191070284367016e-03
3.949327849024700299e+03,7.764857093542129315e-09,1.286939331690112570e-04,9.199761209694103103e-03
3.950504294615711387e+03,7.525054817013896341e-09,2.794976537897845420e-04,1.475917154102330750e-02
3.951680740206722930e+03,1.914796340230950685e-08,3.245194073438788978e-04,1.883085420351207628e-02
3.952857185797734019e+03,1.651496406734534740e-08,1.046611000815516544e-04,1.065716076280327253e-02
3.954033631388745107e+03,1.697222586191620979e-08,8.485949838144362625e-05,1.202386485850051763e-02
3.955210076979756650e+03,1.557273831887142837e-08,9.160798680635248519e-05,7.210854392376573122e-03
3.956386522570767738e+03,1.776197327829313324e-08,2.842473256161143712e-04,8.088768114020065611e-03
3.957562968161778826e+03,4.643125059970999657e-09,3.024641023601222327e-04,1.039100477593715190e-02
3.958739413752790369e+03,1.420671737498038912e-08,3.062867053679576884e-04,4.708900086315080322e-03
3.959915859343801458e+03,1.213186916765793325e-08,2.514417684640289901e-04,3.034659122626588018e-03
3.961092304934812546e+03,8.152544425293094305e-09,2.313277070872951852e-04,6.437003771086483896e-03
3.962268750525823634e+03,1.844051304907869842e-09,3.135011546191787809e-04,1.039205874130173617e-02
3.963445196116835177e+03,5.592171398478320785e-09,2.612010411627278708e-04,4.894333857490384097e-03
3.964621641707846265e+03,2.942997313698005312e-09,1.762552872540463676e-04,5.363112814321524882e-03
3.965798087298857354e+03,1.824626650795914118e-09,5.148269274666015188e-05,1.329888616387293887e-02
3.966974532889868897e+03,3.066318381202235093e-09,1.977913141984569427e-04,1.585976972379898181e-02
3.968150978480879985e+03,8.867288027746147489e-09,2.078933414790066212e-04,1.649109376827736367e-02
3.969327424071891073e+03,1.008921473208204703e-08,1.919455542633949797e-04,1.438869081991591900e-02
3.970503869662902616e+03,8.889094000332334279e-09,1.193441774495502400e-04,1.571858827280329940e-02
3.971680315253913705e+03,9.623554683971239204e-09,5.857008051568103304e-05,1.418370447403751594e-02
3.972856760844924793e+03,1.121825667470605337e-08,7.266149365242025276e-05,1.252629518726577212e-02
3.974033206435936336e+03,8.581008038182417305e-09,1.735197384623205527e-04,1.070654937304902320e-02
3.975209652026947424e+03,1.317791695354852685e-08,1.088247698324420565e-04,1.323422965757400059e-02
3.976386097617958512e+03,1.437969319183715692e-08,6.592404868193952987e-05,4.550340619826892877e-03
3.977562543208970055e+03,1.569008321232645053e-08,5.529450684309107985e-05,2.829064045471198045e-03
3.978738988799981144e+03,1.757113554837256020e-08,9.994670815164566206e-05,6.046956927545203871e-03
3.979915434390992232e+03,1.623678401842827284e-08,3.649088810826131427e-05,1.086545837459849083e-02
3.981091879982003775e+03,1.830927997649550271e-08,5.865920308081169055e-05,5.489733895493184059e-03
3.982268325573014863e+03,1.674295325174650808e-08,2.197370635377243376e-05,3.997979921167845591e-03
3.983444771164025951e+03,1.707060541985022480e-08,4.180362700351577073e-05,2.916308715100721528e-03
3.984621216755037040e+03,1.313544861860726961e-08,5.725286267302759032e-05,5.953416466094511514e-03
3.985797662346048583e+03,1.234615152799077333e-08,1.558071878310973225e-04,4.652082339646543621e-03
3.986974107937059671e+03,1.305307716504855453e-08,1.767941023510860230e-04,2.399216134707201145e-03
3.988150553528070759e+03,9.414853315512493390e-09,1.139601905458861576e-04,7.659197047416310862e-03
3.989326999119082302e+03,6.209597913905689327e-09,1.342924069527937504e-04,3.162094280401291004e-03
3.990503444710093390e+03,7.922547263672170206e-09,1.327534843333463724e-04,3.399479591510496355e-03
3.991679890301104479e+03,9.948199297201533650e-09,1.271152956572220850e-04,2.942531361871427321e-03
3.992856335892116022e+03,4.139242451287142895e-09,1.775389552589750101e-04,2.560071192467578468e-03
3.994032781483127110e+03,1.039624235840749972e-08,1.282470796536461807e-04,1.879193942487477091e-03
3.995209227074138198e+03,3.980232182121057155e-09,2.716820185897800299e-04,5.028834433783132933e-03
3.996385672665149741e+03,1.091751943936970713e-08,1.101256522120526421e-04,2.421293459024200304e-03
3.997562118256160829e+03,2.894815335304591621e-09,3.101376708221614798e-04,6.361833120336521895e-03
3.998738563847171918e+03,9.869912213372079534e-09,6.866265087148110211e-05,5.787852333233230520e-03
3.999915009438183006e+03,1.165157685258975426e-08,2.493245265106814484e-04,6.936015735532988918e-03
4.001091455029194549e+03,1.539193852378313837e-08,1.934162989580118491e-04,5.094663708716079889e-03
4.002267900620205637e+03,1.048093986964109878e-08,1.065245425868195889e-05,5.074116591688567976e-03
4.003444346211216725e+03,1.074962646866025942e-08,8.618080314253390151e-05,1.061088938577107836e-02
4.004620791802228268e+03,6.246129253006349873e-09,9.018737639528148840e-05,1.546558987180436141e-02
4.005797237393239357e+03,3.665571912743359616e-09,1.080123067483923613e-04,1.039057736766971912e-02
4.006973682984250445e+03,4.876125294644490618e-09,1.436643187938607474e-04,2.413551833804554805e-03
4.008150128575261988e+03,4.359838199326940048e-09,2.035598605119052964e-04,4.998321289891164906e-03
4.009326574166273076e+03,2.622519682376866659e-09,2.461060343645377502e-04,8.721260170972459924e-03
4.010503019757284164e+03,6.027647871695228277e-09,1.706745422129512407e-04,1.324024538540175162e-03
4.011679465348295707e+03,6.695176652011428420e-09,8.393969056076446586e-05,6.460638151341966187e-03
4.012855910939306796e+03,7.156526891818175142e-09,7.924922083754092138e-06,4.824053613664461282e-03
4.014032356530317884e+03,1.187522948111594720e-08,1.507929639587852870e-04,1.099591650695973429e-02
4.015208802121329427e+03,1.039534377941795321e-08,1.293774427970984854e-04,3.036194277598108435e-03
4.016385247712340515e+03,1.002654055095323732e-08,2.253441255028606905e-05,7.115363087981824500e-03
4.017561693303351603e+03,1.087643523671029776e-08,1.015662698064908253e-04,5.538204289874300475e-03
4.018738138894363146e+03,9.178771799953030091e-09,9.760687326043842140e-05,8.863948881055476806e-03
4.019914584485374235e+03,1.044594650661832752e-08,1.022491034228016708e-04,1.636863350915091289e-02
4.021091030076385323e+03,8.448857101544037693e-09,1.978582991926600425e-04,1.873772058831477128e-02
4.022267475667396411e+03,4.532713516713777814e-09,2.484717534714848573e-04,1.080628407372756158e-02
4.023443921258407954e+03,1.308655627174486603e-08,3.940854542321654635e-04,9.792975871865491899e-03
4.024620366849419042e+03,1.416288662243678550e-08,4.408167492100815770e-04,1.148980308753961080e-02
4.025796812440430131e+03,2.167954895301040114e-09,2.385499700961056957e-04,3.056473839913047622e-03
4.026973258031441674e+03,8.580973198621150075e-09,5.026320366699534725e-05,5.714630150259377046e-03
4.028149703622452762e+03,7.062809900746244199e-09,9.203674868493629674e-05,7.067262138142027701e-03
4.029326149213463850e+03,5.798601687677515166e-09,1.211276855092271630e-04,1.019010545215200646e-02
4.030502594804475393e+03,8.853482027938924884e-09,1.346502309400781435e-04,2.629616128843129293e-03
4.031679040395486481e+03,4.817188923863293838e-09,3.929464222827300257e-04,1.694725771513166251e-02
4.032855485986497570e+03,1.075083543406151613e-08,2.324047182963573637e-04,1.179081921155078656e-02
4.034031931577509113e+03,2.440111667291096361e-09,1.323231822051338475e-04,5.893463068760261200e-03
4.035208377168520201e+03,6.173893893649584377e-09,1.353693552687264224e-04,1.126703723957478941e-02
4.036384822759531289e+03,4.865571374280610746e-09,1.174448113110033331e-04,7.672815990516171185e-03
4.037561268350542377e+03,1.134096934576620980e-08,2.758652817583640113e-04,4.896803015933789797e-03
4.038737713941553920e+03,1.308431766170187208e-08,2.942150561931091541e-04,1.050525883334506132e-02
4.039914159532565009e+03,5.532939444768757144e-09,1.449229581304319200e-04,7.860745727550660922e-03
4.041090605123576097e+03,6.953245895475091358e-09,7.398641283179575943e-05,7.201194496353290238e-03
4.042267050714587640e+03,5.334330963748156629e-09,3.507978869631425223e-05,4.320109513050340855e-03
4.043443496305598728e+03,3.665721737167369137e-09,7.369828815369377519e-05,5.924722232405981066e-03
4.044619941896609816e+03,5.072851881500891524e-09,3.481990447935817039e-05,8.549993683703358341e-03
4.045796387487621359e+03,6.044211862622085376e-09,7.297059737968837406e-05,4.791365414669801655e-03
4.046972833078632448e+03,6.008272493176568046e-09,8.131501465465330793e-05,1.166709262597441336e-02
4.048149278669643536e+03,8.861851196872200901e-09,1.941532369220079414e-04,1.185634152175049291e-02
4.049325724260655079e+03,7.193479616568245003e-09,1.901146402838853897e-04,4.368508290693227415e-03
4.050502169851666167e+03,3.205173130693532308e-09,8.091650417180614688e-05,1.729884646241263910e-02
4.051678615442677255e+03,1.490972642406545348e-09,1.599367244561274203e-04,1.476124889795145390e-02
4.052855061033688798e+03,3.045045887836750270e-09,8.473023110108874266e-05,1.586310665711159959e-02
4.054031506624699887e+03,4.818969811727928330e-09,4.983265498283310027e-05,1.733227617836625989e-02
4.055207952215710975e+03,6.044507183482786993e-09,9.841853952615161141e-05,4.157696503451282187e-03
4.056384397806722518e+03,9.068979476877181849e-09,1.670920950922822256e-04,3.694647999087099198e-03
4.057560843397733606e+03,1.458459262875896926e-08,2.161687571006586767e-04,1.438751661685698166e-02
4.058737288988744695e+03,1.417033218255586816e-08,3.574588227212095238e-04,1.911814600396214564e-02
4.059913734579755783e+03,3.240056058773367565e-09,3.941628574628900099e-04,1.735972574223686518e-02
4.061090180170767326e+03,4.412162663375658373e-09,2.421675735017559869e-04,9.530970664203625847e-03
4.062266625761778414e+03,3.806019486937789840e-09,2.150199532607580317e-04,1.024439586109242815e-02
4.063443071352789502e+03,4.027323889994301000e-09,1.719577363285641010e-04,1.490771359835878869e-03
4.064619516943801045e+03,3.977898359920202526e-09,9.469906361162845230e-05,7.065137876951778535e-03
4.065795962534812134e+03,6.353945747119516660e-09,1.366255147243096706e-04,7.675377928765342132e-03
4.066972408125823222e+03,2.812221208700858509e-09,4.400160513569848912e-05,1.158142978806606322e-03
4.068148853716834765e+03,6.467894553978494613e-09,1.549643244727448175e-04,8.672087853057026258e-03
4.069325299307845853e+03,1.601614024773903058e-09,1.699309310217426592e-04,1.234268989655161290e-02
4.070501744898856941e+03,7.043216136079193027e-09,2.368757611980975262e-04,1.549734649761749707e-03
4.071678190489868484e+03,8.414348994822270085e-09,7.726274252309291775e-05,7.811247488863443979e-03
4.072854636080879573e+03,1.385860454587358046e-08,2.596884903750022668e-04,5.679362057111002858e-03
4.074031081671890661e+03,1.018419378251303059e-08,2.284490471718181087e-04,8.827676873314239947e-03
4.075207527262901749e+03,1.035002166030517934e-08,1.109496304713894352e-04,1.253291237821171911e-02
4.076383972853913292e+03,7.268782274809309329e-09,8.417343496701654236e-05,1.143119746945114867e-02
4.077560418444924380e+03,8.699719277806730936e-09,1.837376607013088280e-04,5.532326002772832915e-03
4.078736864035935469e+03,1.107480416997624091e-08,1.889669078774474482e-04,1.519641422400475235e-03
4.079913309626947012e+03,8.141787589718179237e-09,1.951523981015344626e-04,2.780304688416728939e-03
4.081089755217958100e+03,8.494707082019287402e-09,1.779894599627859645e-04,5.162769634116862530e-03
4.082266200808969188e+03,1.279102847834623402e-08,1.350128604319924207e-04,4.753915435208877667e-03
4.083442646399980731e+03,1.186196500729038052e-08,6.978333984357589393e-05,5.997447732082029047e-03
4.084619091990991819e+03,1.215684235420936280e-08,1.040283708062381325e-04,8.543782241883990033e-03
4.085795537582002908e+03,1.222497011402336731e-08,1.121834156500672955e-04,6.780928171550545773e-03
4.086971983173014451e+03,9.842812841323004341e-09,2.461771138477873559e-04,1.004740387617385558e-02
4.088148428764025539e+03,1.109593264519995174e-08,2.021626947594151529e-04,8.455442071750911281e-03
4.089324874355036627e+03,1.382644487417243390e-08,6.999361493948590748e-05,6.122731535437212110e-03
4.090501319946048170e+03,1.237717532878879059e-08,6.688352056277695613e-05,6.403393647260187567e-03
4.091677765537059258e+03,9.065301433418032791e-09,5.579474113829121541e-05,6.809496789553969032e-03
4.092854211128070347e+03,7.285170673134054027e-09,1.631373597693750919e-04,1.003306275462508348e-02
4.094030656719081890e+03,2.950447695000638222e-09,2.327584331834954318e-04,1.934397562576339186e-02
4.095207102310092978e+03,4.884446633608484953e-09,2.003158451230162556e-04,1.342805806344608659e-02
4.096383547901104066e+03,7.107758257186721072e-09,1.629311052314678563e-04,6.227904684635051161e-03
4.097559993492115609e+03,7.747741812022909442e-09,1.776608821807188052e-04,1.101250390242405723e-02
4.098736439083126243e+03,1.334783708029470410e-08,3.299809262046388722e-04,1.099976753421378663e-02
4.099912884674137786e+03,1.061447845588968753e-08,3.810530220903352700e-04,1.287695014018364580e-02
4.101089330265149329e+03,4.105681443569804677e-09,2.654909676048019542e-04,1.010442672897800265e-02
4.102265775856159962e+03,7.292134527756974287e-09,6.355862687257864379e-05,7.130361680291259080e-03
4.103442221447171505e+03,8.429828177327257219e-09,2.653118068389125842e-04,7.918351734283174750e-03
4.104618667038183048e+03,1.166185786589012202e-08,4.094289804479076867e-04,1.210667530938151944e-02
4.105795112629193682e+03,1.148427639303959326e-09,2.787667294458679194e-04,1.279988811824549558e-02
4.106971558220205225e+03,1.107326726941684656e-08,3.592168176925803510e-04,1.876269782212091827e-02
4.108148003811216768e+03,5.973155790664638114e-09,1.596594711008715670e-04,1.271909065655626829e-02
4.109324449402227401e+03,9.422549002744746973e-09,2.428811985599962388e-04,1.091277303283805060e-02
4.110500894993238944e+03,8.987981486833557615e-09,3.649740752044713455e-04,1.646156648277329743e-02
4.111677340584250487e+03,5.212058326140663634e-09,2.294148477304371948e-04,7.931131073921402971e-03
4.112853786175261121e+03,8.712598751154868519e-09,1.576846644039968024e-04,4.285498732817158950e-03
4.114030231766272664e+03,7.171690671010658332e-09,1.305235178523126913e-04,1.008506921559571695e-02
4.115206677357284207e+03,8.651774324114311175e-09,1.732825516044350059e-04,9.382863366071976519e-03
4.116383122948294840e+03,1.443456143893374273e-08,7.705081410386419906e-05,8.239736576215708069e-03
4.117559568539306383e+03,1.136989293889363950e-08,1.493492283646737247e-04,1.675663256176844126e-02
4.118736014130317926e+03,1.251291653887116661e-08,2.223624676043133529e-04,6.833386834975353069e-03
4.119912459721328560e+03,1.315567115720017449e-08,9.303269166577940593e-05,1.614807117934230832e-02
4.121088905312340103e+03,1.478165065339718107e-08,1.806993399351205110e-04,1.354091011655438916e-02
4.122265350903351646e+03,1.240515681723130169e-08,6.767769179836750232e-05,9.098506476010516722e-03
4.123441796494362279e+03,1.282779791409566475e-08,1.341326475580701771e-04,9.893070480804580513e-03
4.124618242085373822e+03,1.048150596069201384e-08,1.697841941776290534e-04,1.304383144683631500e-02
4.125794687676384456e+03,5.016872942152580103e-09,1.192613048496010702e-04,2.655122204646665277e-02
4.126971133267395999e+03,7.303846386348998080e-09,1.014434262191887923e-04,2.210191008278026767e-02
4.128147578858407542e+03,7.333665905542679105e-09,5.478057845857369190e-05,9.064717799374292367e-03
4.129324024449418175e+03,7.640429576402261515e-09,1.263813960169738880e-04,4.167515279392910825e-03
4.130500470040429718e+03,4.401932767197030719e-09,2.506775955442122920e-04,4.612414508013744363e-03
4.131676915631441261e+03,1.830117003864611147e-09,2.180958468670794650e-04,5.539109513799219710e-03
4.132853361222451895e+03,6.615296342452093927e-10,8.900986355919031660e-05,1.409171525299266273e-02
4.134029806813463438e+03,3.560122396078948670e-09,2.051208572342412073e-04,1.658653911154616897e-02
4.135206252404474981e+03,5.308638673468303015e-09,2.754258518633822834e-04,1.811823497574709813e-02
4.136382697995485614e+03,9.927557720668632185e-09,4.094591636592379469e-04,2.142160907731318481e-02
4.137559143586497157e+03,8.548766522355245262e-09,3.334490711855002420e-04,1.188798992738174937e-02
4.138735589177508700e+03,3.913567429818639088e-09,1.917288063841540897e-04,2.672214964999081524e-03
4.139912034768519334e+03,5.338085035447945214e-09,2.456243664915330359e-04,3.627415559214789212e-03
4.141088480359530877e+03,1.159266239952438593e-08,2.737669976836676626e-04,3.957971604713858213e-03
4.142264925950542420e+03,4.492961129677647334e-09,1.855873315451643936e-04,3.950768798900297705e-04
4.143441371541553053e+03,1.318945103041489934e-09,1.513122159839056099e-04,1.098150886752664868e-02
4.144617817132564596e+03,7.503354852937125664e-09,1.932279684903501172e-04,1.030278842637397628e-02
4.145794262723576139e+03,6.926477545810411567e-09,9.537188762861671827e-05,1.245711874269260673e-02
4.146970708314586773e+03,7.219970048269915201e-09,3.996326415360968950e-04,2.794910539684490602e-02
4.148147153905598316e+03,9.034019569166445280e-09,3.973613333444103355e-04,2.264756427007550213e-02
4.149323599496609859e+03,1.118795198724714664e-08,2.157373712832547628e-04,5.750879075147190961e-03
4.150500045087620492e+03,4.895929823588254172e-09,1.166781346438244881e-04,1.194133289380913329e-02
4.151676490678632035e+03,4.609939646202785417e-09,7.281641644861187119e-05,8.387333869966259042e-03
4.152852936269643578e+03,5.271706148740626409e-09,5.865279024642979704e-05,9.562113351730386693e-03
4.154029381860654212e+03,5.418967747933452255e-09,1.560453938960982211e-05,1.056224969803997056e-02
4.155205827451665755e+03,7.721180181033006292e-09,8.055433458199781041e-05,2.105438887958740665e-03
4.156382273042677298e+03,1.041751051223367255e-08,9.117130185425403367e-05,1.071763405318658553e-02
4.157558718633687931e+03,1.101930476180404731e-08,9.655767434754768206e-05,5.158478815279413619e-03
4.158735164224699474e+03,1.055959315901297826e-08,6.472132394653040027e-05,1.803879958977650660e-02
4.159911609815710108e+03,1.094601733847738957e-08,4.027101569378400817e-05,3.238719458212811070e-02
4.161088055406721651e+03,9.177451270357016587e-09,5.613809932399169578e-05,2.942396024008807690e-02
4.162264500997733194e+03,8.758104866381977101e-09,5.193434247392083951e-05,1.202120010255131564e-02
4.163440946588743827e+03,1.013840889070894937e-08,1.428385784979532662e-04,1.126755325196732507e-02
4.164617392179755370e+03,6.709042199518011890e-09,1.947358664746679738e-04,1.318894321576926341e-02
4.165793837770766913e+03,5.778290258007700163e-09,1.947425886897533845e-04,7.670175817685320925e-03
4.166970283361777547e+03,1.013367139766509190e-08,1.232628073911585013e-04,1.163691364759014127e-03
4.168146728952789090e+03,1.288176904355046364e-08,1.166994680640921664e-04,4.595700284806729721e-03
4.169323174543800633e+03,1.418506546749102140e-08,1.223311280511655283e-04,7.086077481857169270e-03
4.170499620134811266e+03,9.341061819219614899e-09,1.931709151246408017e-04,1.243550546997608010e-02
4.171676065725822809e+03,8.140214980350967576e-09,3.075721793369276752e-04,1.166189234919467153e-02
4.172852511316834352e+03,1.240823899389361483e-08,2.844763757231516792e-04,5.912301684347892605e-03
4.174028956907844986e+03,3.365269356924493621e-09,6.697122658033723554e-05,1.297829025162992519e-02
4.175205402498856529e+03,9.616866812328974742e-09,4.408206451784488309e-04,1.880164627547481482e-02
4.176381848089868072e+03,4.047502796575610812e-09,2.680967039459639686e-04,1.947779090517982870e-02
4.177558293680878705e+03,2.129965352270443943e-08,1.233736264750433850e-03,8.947519860452396445e-02
4.178734739271890248e+03,3.168134775149866774e-08,1.806483999691648043e-03,1.288615465229797918e-01
4.179911184862901791e+03,2.390534015148700246e-08,1.272064661434473866e-03,8.980442372619469593e-02
4.181087630453912425e+03,2.998173923658123423e-09,5.480293075626494961e-05,1.725910269941292874e-02
4.182264076044923968e+03,3.287001142376855548e-09,4.296902059703855371e-04,2.489146489265090662e-02
4.183440521635935511e+03,6.598237094248556189e-09,2.090200509766869299e-04,7.260387949306937837e-03
4.184616967226946144e+03,9.539796321580718808e-10,1.935442174942080841e-04,9.525448147249999248e-03
4.185793412817957687e+03,3.901830890685032098e-09,2.875223255287098528e-04,1.026486933419031543e-02
4.186969858408969230e+03,4.288014447251180115e-09,1.386615864250443405e-04,8.451334427444423189e-03
4.188146303999979864e+03,6.719798767860112705e-09,1.388491930279180293e-04,8.875455103087414449e-03
4.189322749590991407e+03,6.745056951291877581e-09,1.692294938033664039e-04,7.214926934087282327e-03
4.190499195182002950e+03,3.909068766979085662e-09,1.437117518201283496e-04,7.928244020520579249e-03
4.191675640773013583e+03,1.520837683527075278e-09,1.659869414987408330e-04,1.453054045719141991e-02
4.192852086364025126e+03,5.004253229207922945e-09,1.878863653550955797e-04,2.114391389739175842e-02
4.194028531955036669e+03,9.694764331923910213e-09,2.150295863573914511e-04,1.211834082336305136e-02
4.195204977546047303e+03,1.208096983024347459e-08,1.689876830947146635e-04,8.483241058155800360e-03
4.196381423137058846e+03,1.254994461608263319e-08,1.272009441746009724e-04,1.025335212005051670e-02
4.197557868728070389e+03,1.118493970281079400e-08,1.742760207183035475e-04,9.879235109633711931e-03
4.198734314319081022e+03,5.558186967864845586e-09,1.598413302325919533e-04,1.158457363144071821e-02
4.199910759910092565e+03,6.698254360007229237e-09,8.480316881969298759e-05,1.220143197957618449e-02
4.201087205501103199e+03,2.708266634991140274e-09,5.558198085988501482e-05,1.396976582420837720e-02
4.202263651092114742e+03,4.285074420970470848e-09,1.045685385181343473e-04,1.699133690771238367e-02
4.203440096683126285e+03,4.315680263384128287e-09,1.263271784534821603e-04,1.473386527240625604e-02
4.204616542274136918e+03,1.365875630929439591e-09,2.083325647025132494e-04,1.003676290788193572e-02
4.205792987865148461e+03,5.581637584032457246e-09,1.178906271437019310e-04,4.382198332181798037e-03
4.206969433456160004e+03,3.537059952648332644e-09,7.643638857247633085e-05,1.542368203594657143e-02
4.208145879047170638e+03,6.714646658836708380e-09,1.358735918560631062e-04,1.356120217700180867e-02
4.209322324638182181e+03,7.936494199988753090e-09,1.599141176758055020e-04,8.919349672541033308e-03
4.210498770229193724e+03,4.933489863226433579e-09,2.173714566316017015e-04,1.038030349312120230e-02
4.211675215820204357e+03,6.346166629605531522e-09,2.733646043048518800e-04,9.252417379524317115e-03
4.212851661411215900e+03,1.294288842669910350e-08,2.482331485551097215e-04,8.096715639887055657e-03
4.214028107002227443e+03,1.599642946123087455e-08,2.834034077217034557e-04,1.285425344115191833e-02
4.215204552593238077e+03,1.088616157141631326e-08,2.227470793670440245e-04,1.977166011794176392e-02
4.216380998184249620e+03,9.571817109267320520e-09,1.146883258337799710e-04,1.196780611926002817e-02
4.217557443775261163e+03,9.154706582430009503e-09,2.261723109348296303e-04,8.978978807749799645e-03
4.218733889366271796e+03,8.749651042875251224e-09,3.171749715700771942e-04,5.074486185324695274e-03
4.219910334957283339e+03,4.986761942925812905e-09,5.541448637194168556e-05,6.179480995321348126e-03
4.221086780548294882e+03,9.784058117469603347e-09,2.495337624861067218e-04,1.227554174385626570e-02
4.222263226139305516e+03,5.839667066234066633e-09,2.331729439065507905e-04,1.519640608940135001e-02
4.223439671730317059e+03,8.236774457866917402e-09,2.030704910249542228e-04,1.209087216315749870e-02
4.224616117321328602e+03,1.337167117767172014e-08,1.743752031008234552e-04,7.176514836035802376e-03
4.225792562912339235e+03,1.476098252576620625e-08,1.121657455499028007e-04,5.565768973915039344e-03
4.226969008503350778e+03,1.552584669745262315e-08,5.258029452119903610e-05,1.022843800964972315e-02
4.228145454094362321e+03,1.764190952855786076e-08,1.452591759242881440e-04,8.095282879289128139e-03
4.229321899685372955e+03,1.556418553844406022e-08,9.785595046162036880e-05,7.754189419039702984e-03
4.230498345276384498e+03,1.314152059375929504e-08,1.783443199470744075e-04,1.564627986201267903e-02
4.231674790867396041e+03,6.301316875113160942e-09,2.290123184336969003e-04,1.316922276904545532e-02
4.232851236458406675e+03,4.185247179464107367e-09,1.171992415937646341e-04,7.446700493967677199e-03
4.234027682049418218e+03,2.881391338481034889e-09,1.081913397948325382e-04,1.674412183877925508e-02
4.235204127640428851e+03,5.110257173270160633e-09,7.347719277779940820e-05,2.101188415801668458e-02
4.236380573231440394e+03,8.490831832333574338e-09,1.013217797183203739e-04,6.191205162654631923e-03
4.237557018822451937e+03,9.929362997361789173e-09,1.371043320741372655e-04,1.125499319837086100e-02
4.238733464413462571e+03,8.940981114847487724e-09,9.200921654248245133e-05,6.505727487386227074e-03
4.239909910004474114e+03,1.122006544349647349e-08,3.802605830416102390e-05,1.600272313113874911e-02
4.241086355595485657e+03,1.144307731074645767e-08,1.375132926779350792e-04,1.381722619805908318e-02
4.242262801186496290e+03,1.115625948230564959e-08,1.208642754557665407e-04,1.192283905237312251e-02
4.243439246777507833e+03,7.892556797810854207e-09,8.470027053333447557e-05,1.013134786031121351e-02
4.244615692368519376e+03,8.947816009997788980e-09,2.403994406966012548e-04,2.002482980559177131e-02
4.245792137959530010e+03,8.067574804015708723e-09,3.314178473337628622e-04,1.783983325232685671e-02
4.246968583550541553e+03,5.177516308561705410e-09,3.211833170999603892e-04,1.212111484343971618e-02
4.248145029141553096e+03,9.399615234517972724e-10,1.993485010413103458e-04,5.737520031321052816e-03
4.249321474732563729e+03,5.586366230922400652e-09,1.312559720585176253e-04,1.477813473587340914e-02
4.250497920323575272e+03,2.778143700008425067e-10,3.063846277125362324e-04,1.339411750575434344e-02
4.251674365914586815e+03,9.827628112412239782e-09,1.956538994716283425e-04,1.182261666787821387e-02
4.252850811505597449e+03,1.112215656358813368e-08,1.918274733659524928e-04,1.608196525252837683e-02
4.254027257096608992e+03,7.663818844758921762e-09,5.019076056995766533e-04,2.490885371009292013e-02
4.255203702687620535e+03,1.140793042288515896e-08,3.323806295702297830e-04,1.346898681412520005e-02
4.256380148278631168e+03,8.265293582105898780e-09,2.339508948800329716e-04,6.876999034361852732e-03
4.257556593869642711e+03,1.086629386205470294e-08,2.086113022046489588e-04,1.436530134525054909e-02
4.258733039460654254e+03,9.333864052220490165e-09,1.670236878300629564e-04,9.576344221927757944e-03
4.259909485051664888e+03,9.800263965606261774e-09,2.938838403163924974e-05,8.071769760420668613e-03
4.261085930642676431e+03,8.841932211422478108e-09,1.150630559336231771e-04,9.140007543318973485e-03
4.262262376233687974e+03,9.182993969010270593e-09,1.470872992287655548e-04,1.263453274091180453e-02
4.263438821824698607e+03,1.180349071561502008e-08,1.679169451080552084e-04,1.799370486375112196e-02
4.264615267415710150e+03,1.028011340836282559e-08,1.527155020901281449e-04,1.357263126839632073e-02
4.265791713006721693e+03,6.202415348209139020e-09,6.390806515548126936e-05,8.751181363988518383e-03
4.266968158597732327e+03,5.533393409683199905e-09,1.295750713366309031e-04,1.814221736053016690e-02
4.268144604188743870e+03,3.668714160144728651e-09,1.138403936781104501e-04,1.173252102756975820e-02
4.269321049779755413e+03,3.566125155214576023e-09,1.258168694835236215e-04,5.020371297426128032e-03
4.270497495370766046e+03,1.753380813289475289e-09,6.204347374755404636e-05,1.165843877912041589e-02
4.271673940961777589e+03,4.076060282985548042e-09,6.634721238189751668e-05,5.543396836637189129e-03
4.272850386552789132e+03,5.772358036589500074e-09,1.042296479009035626e-04,1.086153376168563084e-02
4.274026832143799766e+03,8.637902653415354860e-09,1.497713586197893412e-04,1.605836772469520363e-02
4.275203277734811309e+03,1.031644749624174781e-08,1.699996242383945331e-04,1.645456566914323127e-02
4.276379723325821942e+03,9.907138512211440851e-09,1.546116938670008848e-04,1.533651403623003534e-02
4.277556168916833485e+03,1.385181682352517715e-08,1.314543365877956181e-04,8.558984644404512773e-03
4.278732614507845028e+03,1.461679360954137270e-08,1.210611549444203297e-04,6.678681571175568328e-03
4.279909060098855662e+03,8.637210940902072146e-09,2.012826042539508052e-04,5.541952996981875691e-03
